编号,姓名,昵称,船票,学分,大区,城市
1996,胡峰,胡峰_863,767,1192,华东,上海
1997,马勇,马勇_810,195,1290,东北,长春
1998,李勇,李勇,316,411,华南,海口
1999,陈丽,陈丽,525,420,西北,银川
2000,黄军,黄军_348,588,905,西南,昆明
2001,孙明,孙明_337,680,241,华中,武汉
2002,高敏DISC,高敏DISC_877,964,788,华中,郑州
2003,张海DISC,张海DISC_833,742,525,华中,武汉
2004,李静,李静,891,542,华北,太原
2005,朱伟@AI,朱伟@AI_796,833,65,华东,南京
2006,陈丽,陈丽,859,784,华中,南昌
2007,林明,林明,648,192,东北,哈尔滨
2008,王丽@AI,王丽@AI,190,53,华东,济南
2009,王鹏,王鹏_724,165,204,华北,石家庄
2010,马霞,马霞_455,588,118,华北,北京
2011,高峰,高峰_782,359,640,东北,大连
2012,胡静_Pro,胡静_Pro,553,365,华东,南昌
2013,马磊,马磊_684,882,577,西北,银川
2014,朱芳,朱芳_384,935,343,华北,北京
2015,黄敏,黄敏_876,296,531,华北,北京
2016,高敏Tech,高敏Tech_312,756,506,西北,西安
2017,周强,周强_897,640,524,东北,沈阳
2018,徐鹏,徐鹏,636,616,西北,银川
2019,黄敏,黄敏,121,494,华中,南昌
2020,赵磊,赵磊_485,439,686,华北,北京
2021,朱磊,朱磊,870,175,西北,乌鲁木齐
2022,罗丽,罗丽_256,776,395,东北,哈尔滨
2023,刘伟,刘伟_858,228,621,西北,兰州
2024,黄勇,黄勇_440,847,559,西南,成都
2025,黄明Tech,黄明Tech_189,328,189,东北,大连
2026,何霞,何霞,658,775,华中,郑州
2027,杨鹏,杨鹏,877,297,华南,广州
2028,郭芳_Pro,郭芳_Pro,128,594,华中,武汉
2029,罗霞,罗霞,354,555,西南,成都
2030,郭鹏,郭鹏_483,570,788,华北,北京
2031,徐勇,徐勇,635,541,西北,西安
2032,徐军,徐军,686,710,西北,乌鲁木齐
2033,胡伟,胡伟,128,171,西北,西安
2034,何峰,何峰_548,617,591,西南,昆明
2035,张峰,张峰,232,311,华北,太原
2036,李洋,李洋,416,172,西南,贵阳
2037,李涛,李涛,692,182,西北,西宁
2038,郭杰Tech,郭杰Tech_398,744,706,西北,西安
2039,刘辉,刘辉,351,463,东北,哈尔滨
2040,罗丽,罗丽_638,129,301,华东,南昌
2041,徐涛,徐涛_344,851,590,华东,南京
2042,朱军_Pro,朱军_Pro,380,374,华北,石家庄
2043,黄燕,黄燕_779,457,561,华东,济南
2044,赵燕Tech,赵燕Tech_480,325,655,西北,兰州
2045,朱伟,朱伟_173,565,518,华中,郑州
2046,黄娜,黄娜,888,444,华北,呼和浩特
2047,何军,何军,169,495,华南,深圳
2048,刘勇,刘勇,109,459,西南,贵阳
2049,李娜,李娜,624,203,西南,拉萨
2050,张杰,张杰_449,993,612,西北,银川
2051,黄辉,黄辉_775,910,460,西北,西安
2052,何伟,何伟,595,374,西北,西宁
2053,张明DISC,张明DISC_330,471,266,华北,太原
2054,赵静Tech,赵静Tech,807,163,华南,海口
2055,林敏_Pro,林敏_Pro_382,662,384,华东,南京
2056,徐勇,徐勇_101,566,585,西南,重庆
2057,罗娜@AI,罗娜@AI_813,384,277,华北,呼和浩特
2058,吴涛,吴涛_489,211,595,华北,北京
2059,徐海,徐海,296,717,华北,石家庄
2060,吴芳,吴芳_661,772,72,华中,武汉
2061,张静Tech,张静Tech,174,463,华北,呼和浩特
2062,杨洋Tech,杨洋Tech_976,290,630,华南,珠海
2063,张伟,张伟,975,445,华东,杭州
2064,刘敏,刘敏,816,684,东北,哈尔滨
2065,郭鹏,郭鹏_163,823,396,华东,福州
2066,赵燕,赵燕_854,873,462,华中,长沙
2067,王杰,王杰_335,298,526,东北,沈阳
2068,赵燕_Pro,赵燕_Pro_217,872,718,东北,沈阳
2069,胡峰,胡峰,949,430,西北,西宁
2070,吴鹏2024,吴鹏2024,376,517,华南,广州
2071,王涛,王涛_864,942,519,华北,天津
2072,罗峰,罗峰_923,894,793,华北,北京
2073,赵磊,赵磊_481,708,67,东北,长春
2074,李静Tech,李静Tech_143,163,681,华北,石家庄
2075,王敏,王敏,605,604,华南,佛山
2076,罗峰Tech,罗峰Tech_702,297,233,西南,成都
2077,朱勇,朱勇_805,810,416,西北,乌鲁木齐
2078,杨辉,杨辉,299,281,华中,武汉
2079,林涛,林涛,814,301,华中,南昌
2080,赵海,赵海,306,687,华东,上海
2081,孙杰,孙杰,859,170,华中,武汉
2082,何峰,何峰,769,126,东北,长春
2083,王辉,王辉_858,411,252,东北,大连
2084,孙明Tech,孙明Tech_455,486,110,东北,沈阳
2085,朱霞2024,朱霞2024_685,582,160,华东,合肥
2086,陈敏_Pro,陈敏_Pro_339,399,293,华东,南昌
2087,周静,周静,990,479,东北,大连
2088,刘海@AI,刘海@AI,520,485,华北,北京
2089,周霞,周霞,633,673,西北,西安
2090,李燕_Pro,李燕_Pro,682,431,西北,乌鲁木齐
2091,胡杰@AI,胡杰@AI,259,264,东北,沈阳
2092,杨海@AI,杨海@AI,541,495,华南,南宁
2093,朱丽2024,朱丽2024,274,136,华东,南昌
2094,罗娜,罗娜,237,241,西北,兰州
2095,罗强,罗强,722,267,西南,贵阳
2096,吴娜,吴娜_922,672,791,华东,福州
2097,赵强,赵强,155,541,华北,太原
2098,李明,李明,910,166,华南,南宁
2099,孙杰,孙杰_479,150,393,华北,太原
2100,高杰,高杰,247,492,西北,乌鲁木齐
2101,吴磊,吴磊,407,515,华东,上海
2102,杨峰DISC,杨峰DISC_778,941,227,西南,贵阳
2103,赵燕,赵燕,648,531,华南,广州
2104,吴磊Tech,吴磊Tech,841,755,东北,大连
2105,郭军,郭军_168,884,421,华北,呼和浩特
2106,李峰,李峰,906,260,东北,哈尔滨
2107,李静,李静,282,668,华东,南昌
2108,林明_Pro,林明_Pro_534,457,333,东北,沈阳
2109,刘鹏,刘鹏_311,559,410,西北,乌鲁木齐
2110,张芳DISC,张芳DISC_826,915,635,华东,合肥
2111,黄洋,黄洋_544,891,240,华南,广州
2112,李杰,李杰,286,705,西南,重庆
2113,孙明,孙明,902,684,西南,成都
2114,刘敏_Pro,刘敏_Pro,238,596,西北,西宁
2115,周峰,周峰_238,720,370,西北,银川
2116,张娜,张娜,815,448,华南,广州
2117,王丽,王丽,112,418,东北,沈阳
2118,胡磊,胡磊_319,725,59,西南,重庆
2119,林峰,林峰_770,755,564,东北,长春
2120,马涛,马涛,962,698,西北,乌鲁木齐
2121,朱强,朱强_891,713,123,西北,西安
2122,马杰,马杰,672,654,西南,拉萨
2123,徐军DISC,徐军DISC,194,405,西北,西宁
2124,刘辉DISC,刘辉DISC,446,584,西南,昆明
2125,周静DISC,周静DISC_781,384,207,东北,长春
2126,徐敏DISC,徐敏DISC_936,433,56,华南,深圳
2127,刘军,刘军,493,582,华东,杭州
2128,刘丽,刘丽,583,582,华中,长沙
2129,张伟,张伟_136,937,765,华东,济南
2130,徐军,徐军,971,776,华东,济南
2131,赵鹏,赵鹏_316,417,628,华中,郑州
2132,朱静,朱静,562,417,华东,南京
2133,高涛Tech,高涛Tech_240,952,210,西南,成都
2134,孙辉Tech,孙辉Tech_232,727,577,华中,长沙
2135,孙辉DISC,孙辉DISC,826,160,华中,南昌
2136,陈杰,陈杰,992,535,华北,北京
2137,李丽,李丽_488,637,125,华东,杭州
2138,郭强,郭强,772,504,西北,西安
2139,马丽Tech,马丽Tech_587,459,295,华东,南昌
2140,何峰,何峰_264,904,767,东北,长春
2141,杨鹏2024,杨鹏2024_941,483,280,华中,南昌
2142,胡芳Tech,胡芳Tech_708,215,78,西南,成都
2143,罗磊2024,罗磊2024_502,109,208,华中,南昌
2144,杨明Tech,杨明Tech_615,682,635,华北,石家庄
2145,赵海,赵海_422,417,276,华北,石家庄
2146,徐燕,徐燕,978,650,华南,海口
2147,林静,林静_241,432,435,华东,上海
2148,高明,高明_217,281,591,西北,西宁
2149,何杰_Pro,何杰_Pro_617,241,73,西北,乌鲁木齐
2150,高勇2024,高勇2024,455,798,华北,呼和浩特
2151,周伟,周伟,130,598,华南,南宁
2152,刘娜@AI,刘娜@AI,816,370,华南,海口
2153,朱燕,朱燕_629,685,288,华中,长沙
2154,郭强,郭强_245,124,403,华中,南昌
2155,林芳,林芳,300,648,华中,南昌
2156,黄强,黄强_699,190,449,西北,乌鲁木齐
2157,李杰,李杰,999,362,华北,北京
2158,周杰,周杰_378,406,753,西南,昆明
2159,罗峰Tech,罗峰Tech_884,619,368,西北,乌鲁木齐
2160,刘丽Tech,刘丽Tech_470,629,295,华南,广州
2161,陈鹏,陈鹏,455,316,西南,拉萨
2162,朱静,朱静_719,772,62,华南,珠海
2163,何芳_Pro,何芳_Pro,711,350,西南,贵阳
2164,王霞@AI,王霞@AI_182,401,368,西北,西安
2165,陈涛,陈涛_240,328,317,华中,郑州
2166,郭军_Pro,郭军_Pro_203,780,389,西北,兰州
2167,杨强,杨强_144,667,308,西南,成都
2168,罗丽,罗丽_775,949,617,华北,石家庄
2169,郭鹏_Pro,郭鹏_Pro,631,632,西南,成都
2170,何洋,何洋,431,371,华北,呼和浩特
2171,李静,李静,856,335,西南,成都
2172,吴明_Pro,吴明_Pro_847,391,648,西南,拉萨
2173,吴芳,吴芳_942,932,267,东北,长春
2174,杨明,杨明_293,940,607,华南,广州
2175,杨霞DISC,杨霞DISC,242,286,东北,沈阳
2176,何伟@AI,何伟@AI,980,708,华南,南宁
2177,王峰,王峰,620,177,华东,福州
2178,高磊2024,高磊2024_780,862,142,华南,佛山
2179,张峰,张峰_931,359,787,华北,石家庄
2180,胡霞,胡霞_307,974,756,华东,杭州
2181,徐霞,徐霞_218,514,637,华东,福州
2182,黄燕,黄燕_752,334,715,华东,南京
2183,徐涛,徐涛_501,976,621,华东,南昌
2184,马涛,马涛,113,100,西南,成都
2185,朱峰,朱峰_953,753,87,华北,石家庄
2186,吴杰,吴杰,531,426,西南,拉萨
2187,陈明,陈明,946,674,华北,石家庄
2188,赵霞,赵霞_101,721,75,华南,广州
2189,高丽,高丽,458,449,华东,南京
2190,赵洋,赵洋,548,581,西南,贵阳
2191,徐磊DISC,徐磊DISC_771,940,435,西北,西安
2192,何磊,何磊,794,104,华北,北京
2193,王涛,王涛,608,317,西北,西安
2194,张伟,张伟_322,419,416,西北,西宁
2195,孙磊,孙磊,442,690,华东,南昌
2196,黄海_Pro,黄海_Pro_713,381,526,华南,深圳
2197,罗丽,罗丽_383,694,507,华中,郑州
2198,郭勇,郭勇_164,582,785,华东,合肥
2199,刘芳,刘芳,828,244,华南,珠海
2200,孙霞,孙霞,609,71,西南,拉萨
2201,高明,高明,684,132,华北,北京
2202,赵辉,赵辉,864,282,华中,武汉
2203,朱霞,朱霞_363,474,267,华北,石家庄
2204,陈伟,陈伟,714,350,西北,西安
2205,张鹏2024,张鹏2024_892,752,345,东北,长春
2206,陈强,陈强,563,742,东北,沈阳
2207,林明2024,林明2024,703,760,东北,沈阳
2208,陈杰Tech,陈杰Tech_276,107,361,西南,贵阳
2209,杨霞,杨霞_960,543,779,西南,成都
2210,郭杰,郭杰,372,695,华北,太原
2211,高勇,高勇_777,953,327,华南,深圳
2212,王娜,王娜,815,184,华东,杭州
2213,徐军,徐军_981,305,608,东北,沈阳
2214,赵静,赵静,299,409,西北,西宁
2215,胡磊,胡磊,225,96,华北,太原
2216,何勇,何勇,988,148,东北,哈尔滨
2217,朱辉,朱辉_970,761,792,华南,南宁
2218,胡辉,胡辉_420,327,356,华东,南京
2219,胡军,胡军_321,407,704,西北,银川
2220,刘军,刘军_252,597,282,东北,长春
2221,马军_Pro,马军_Pro_157,618,708,东北,大连
2222,高敏,高敏,685,254,华南,佛山
2223,黄辉DISC,黄辉DISC_715,934,82,华北,北京
2224,何杰,何杰_554,848,665,东北,长春
2225,赵丽,赵丽,150,212,华中,长沙
2226,黄丽,黄丽,619,652,华南,佛山
2227,吴强,吴强_656,320,445,西北,西宁
2228,胡勇,胡勇,160,533,西北,银川
2229,徐海,徐海,141,79,东北,哈尔滨
2230,刘涛,刘涛_386,138,394,西北,西宁
2231,刘杰,刘杰,533,192,华南,珠海
2232,吴勇,吴勇,181,299,华北,北京
2233,何辉,何辉_490,840,741,华南,广州
2234,高辉DISC,高辉DISC,762,152,西南,贵阳
2235,周洋,周洋,685,725,华南,佛山
2236,杨磊,杨磊_143,514,100,西南,拉萨
2237,高峰,高峰,812,469,华北,石家庄
2238,黄军,黄军_105,861,569,东北,长春
2239,郭伟_Pro,郭伟_Pro,830,434,东北,沈阳
2240,罗海,罗海,214,435,华中,武汉
2241,郭伟,郭伟,627,747,华东,南京
2242,何杰Tech,何杰Tech_445,706,517,华南,佛山
2243,杨洋,杨洋_505,428,359,西南,昆明
2244,何强,何强,859,543,西南,贵阳
2245,周峰@AI,周峰@AI,467,693,西北,西宁
2246,陈霞,陈霞_233,463,382,华中,武汉
2247,刘洋,刘洋,649,651,华东,济南
2248,杨涛DISC,杨涛DISC_138,904,262,华北,北京
2249,郭洋,郭洋,158,640,华中,长沙
2250,赵伟,赵伟,315,623,华北,北京
2251,周敏,周敏_280,515,779,东北,大连
2252,陈明,陈明_533,897,178,华南,南宁
2253,徐磊,徐磊_329,364,223,华南,南宁
2254,杨洋,杨洋,548,586,华南,广州
2255,罗丽@AI,罗丽@AI,775,226,华南,珠海
2256,陈霞2024,陈霞2024,283,643,华北,太原
2257,孙辉,孙辉_706,216,270,华北,石家庄
2258,马燕_Pro,马燕_Pro_813,862,465,华中,长沙
2259,徐涛,徐涛_825,816,768,华中,南昌
2260,孙军,孙军_783,735,792,华中,武汉
2261,周丽,周丽_226,468,282,西南,拉萨
2262,马杰2024,马杰2024,286,393,西南,拉萨
2263,赵敏,赵敏,483,506,东北,沈阳
2264,朱峰@AI,朱峰@AI_932,406,641,东北,沈阳
2265,杨静,杨静,605,233,华东,南昌
2266,朱杰,朱杰_485,165,481,华南,珠海
2267,李芳,李芳,775,326,华北,呼和浩特
2268,郭燕,郭燕_226,704,500,华北,呼和浩特
2269,陈洋,陈洋,275,425,华中,南昌
2270,刘静@AI,刘静@AI_838,139,475,东北,长春
2271,林涛,林涛,752,324,华南,南宁
2272,陈芳,陈芳_532,106,443,东北,哈尔滨
2273,周勇,周勇_598,136,606,华北,石家庄
2274,陈洋_Pro,陈洋_Pro,407,52,华北,天津
2275,杨磊,杨磊,347,740,华中,郑州
2276,张勇@AI,张勇@AI,249,713,华东,合肥
2277,刘燕,刘燕,745,380,西北,兰州
2278,赵丽DISC,赵丽DISC,258,289,西北,银川
2279,陈丽,陈丽,477,112,西南,昆明
2280,林峰,林峰,627,551,华中,长沙
2281,赵明,赵明_780,124,446,华南,佛山
2282,胡涛,胡涛,418,278,西南,重庆
2283,马勇,马勇_418,446,200,西北,乌鲁木齐
2284,刘敏DISC,刘敏DISC,443,559,华南,珠海
2285,孙娜@AI,孙娜@AI_490,229,415,东北,沈阳
2286,孙娜,孙娜,489,791,华东,合肥
2287,刘霞DISC,刘霞DISC,855,559,华东,合肥
2288,朱海,朱海,634,150,西北,兰州
2289,吴涛,吴涛,608,697,西南,重庆
2290,朱强,朱强,654,89,东北,大连
2291,罗静2024,罗静2024,516,628,华北,呼和浩特
2292,朱芳,朱芳,532,166,西南,拉萨
2293,李洋,李洋,484,157,东北,哈尔滨
2294,黄静,黄静_678,434,571,华南,深圳
2295,何强2024,何强2024,971,328,华东,杭州
2296,罗杰,罗杰,566,784,华东,福州
2297,陈燕Tech,陈燕Tech_933,916,716,华中,南昌
2298,胡杰,胡杰_756,501,248,西南,拉萨
2299,周军Tech,周军Tech_158,563,441,华北,天津
2300,朱燕,朱燕_579,742,679,西北,银川
2301,徐明@AI,徐明@AI_341,341,680,西北,乌鲁木齐
2302,李洋,李洋,780,194,西北,银川
2303,高芳,高芳_174,947,334,西南,成都
2304,孙鹏DISC,孙鹏DISC_275,928,728,华南,深圳
2305,张娜,张娜_999,476,381,华北,石家庄
2306,杨明,杨明_946,451,514,华东,南昌
2307,杨杰,杨杰,774,313,华东,济南
2308,刘强DISC,刘强DISC_666,912,621,华东,南昌
2309,黄霞,黄霞,999,585,华南,海口
2310,马芳,马芳,192,309,东北,哈尔滨
2311,孙敏,孙敏_131,826,686,华东,济南
2312,徐峰,徐峰_199,341,342,西南,成都
2313,胡芳,胡芳,625,546,华中,南昌
2314,刘燕,刘燕_323,472,651,东北,哈尔滨
2315,郭海,郭海_229,478,514,华北,石家庄
2316,胡洋,胡洋_324,453,491,华南,广州
2317,陈海,陈海,804,585,西南,昆明
2318,郭丽,郭丽_619,543,207,华东,上海
2319,刘霞,刘霞_367,315,73,东北,哈尔滨
2320,杨峰,杨峰,719,754,西南,重庆
2321,胡娜_Pro,胡娜_Pro_605,276,269,华北,天津
2322,陈鹏,陈鹏_213,442,531,西南,成都
2323,罗杰DISC,罗杰DISC_401,532,363,西南,贵阳
2324,杨鹏,杨鹏_974,100,467,华中,长沙
2325,罗杰,罗杰,590,212,华北,北京
2326,张霞,张霞,767,639,华南,南宁
2327,李勇,李勇,955,691,东北,沈阳
2328,周娜,周娜,407,530,西南,昆明
2329,徐洋,徐洋,555,69,西南,拉萨
2330,陈强,陈强_179,768,764,华中,郑州
2331,郭海,郭海,729,311,华北,呼和浩特
2332,黄鹏Tech,黄鹏Tech,609,537,西南,贵阳
2333,王敏,王敏,120,184,西南,拉萨
2334,李敏Tech,李敏Tech,713,680,华东,济南
2335,张芳Tech,张芳Tech,469,276,西北,乌鲁木齐
2336,马峰,马峰_691,586,163,华中,武汉
2337,刘伟@AI,刘伟@AI_598,211,770,东北,哈尔滨
2338,徐杰,徐杰_637,951,409,西南,重庆
2339,刘峰,刘峰_432,174,737,西北,西安
2340,高磊DISC,高磊DISC_127,465,738,西北,兰州
2341,罗军DISC,罗军DISC,318,345,华南,南宁
2342,马磊DISC,马磊DISC_157,121,186,西南,贵阳
2343,周杰,周杰,794,699,华南,海口
2344,罗娜,罗娜_690,610,295,西北,兰州
2345,李强,李强,112,85,华中,长沙
2346,马娜@AI,马娜@AI,589,552,华北,天津
2347,张伟,张伟_325,751,509,西北,西宁
2348,朱芳,朱芳,248,249,西南,贵阳
2349,杨洋,杨洋,306,96,华南,珠海
2350,胡勇_Pro,胡勇_Pro_436,773,607,华北,北京
2351,孙涛DISC,孙涛DISC_618,375,631,西南,成都
2352,孙军Tech,孙军Tech,506,561,华中,长沙
2353,赵勇DISC,赵勇DISC_606,807,460,东北,哈尔滨
2354,陈鹏,陈鹏,685,82,西南,拉萨
2355,周燕@AI,周燕@AI,485,386,东北,大连
2356,周海,周海,535,310,西北,银川
2357,刘海_Pro,刘海_Pro_245,957,796,西南,贵阳
2358,罗杰,罗杰_366,109,526,华北,天津
2359,马明,马明,210,78,东北,长春
2360,张洋,张洋,346,640,华北,石家庄
2361,李鹏,李鹏,443,153,西北,兰州
2362,黄霞,黄霞_837,878,503,西北,西安
2363,高鹏DISC,高鹏DISC,577,130,华中,郑州
2364,黄霞,黄霞,626,157,华北,呼和浩特
2365,郭涛_Pro,郭涛_Pro_298,450,248,西北,西安
2366,王洋,王洋,456,91,华南,广州
2367,何洋,何洋_549,110,274,华中,南昌
2368,马鹏,马鹏_892,918,474,西南,贵阳
2369,赵海,赵海_958,601,292,华东,南昌
2370,朱鹏,朱鹏_806,338,296,华北,石家庄
2371,林丽@AI,林丽@AI,816,466,西北,银川
2372,徐静,徐静,647,775,华东,上海
2373,张磊,张磊,599,109,西北,乌鲁木齐
2374,朱辉,朱辉,508,235,华南,深圳
2375,刘峰_Pro,刘峰_Pro,444,435,西北,乌鲁木齐
2376,郭伟,郭伟,227,729,东北,大连
2377,朱明,朱明_210,884,478,西南,昆明
2378,马芳,马芳,735,284,华北,呼和浩特
2379,吴静,吴静,992,129,华北,北京
2380,王敏,王敏,569,111,华东,合肥
2381,郭燕,郭燕_213,297,617,华北,呼和浩特
2382,孙燕@AI,孙燕@AI,431,382,华中,武汉
2383,杨静,杨静,525,433,东北,哈尔滨
2384,林静,林静_549,255,86,西南,贵阳
2385,张娜,张娜,896,174,西北,乌鲁木齐
2386,罗静Tech,罗静Tech,756,378,西南,重庆
2387,郭涛,郭涛_357,572,189,华中,武汉
2388,林静,林静_940,211,562,华中,南昌
2389,高磊,高磊,391,72,西北,西安
2390,吴明,吴明_187,427,541,华东,济南
2391,张军DISC,张军DISC,772,528,西南,重庆
2392,孙明,孙明_705,419,88,华中,长沙
2393,赵杰,赵杰,764,132,华中,郑州
2394,赵勇,赵勇,567,209,华中,郑州
2395,何杰,何杰_914,391,481,西南,重庆
2396,李辉@AI,李辉@AI,823,537,东北,大连
2397,高磊,高磊_474,940,607,华南,南宁
2398,张明_Pro,张明_Pro_105,518,147,华东,南昌
2399,刘洋,刘洋,470,582,西北,西安
2400,杨芳,杨芳,278,78,华南,佛山
2401,马杰,马杰,393,62,东北,长春
2402,黄伟,黄伟_659,764,636,华北,北京
2403,黄峰@AI,黄峰@AI_169,687,449,西南,贵阳
2404,高勇,高勇_962,643,780,华中,长沙
2405,李涛,李涛_912,426,178,华南,佛山
2406,林丽,林丽_188,947,337,华中,长沙
2407,周敏_Pro,周敏_Pro,218,516,东北,长春
2408,周静,周静,247,737,西北,兰州
2409,徐静DISC,徐静DISC,317,71,西南,成都
2410,胡强@AI,胡强@AI,150,128,华东,上海
2411,刘伟2024,刘伟2024,833,793,华北,北京
2412,何峰,何峰_462,709,580,华南,佛山
2413,黄海,黄海,650,146,华东,上海
2414,赵鹏,赵鹏,689,233,东北,沈阳
2415,王洋,王洋,580,351,西北,乌鲁木齐
2416,张涛@AI,张涛@AI,552,165,华南,南宁
2417,黄军DISC,黄军DISC_439,196,302,西北,西宁
2418,马娜2024,马娜2024,615,588,西北,西宁
2419,杨磊,杨磊_441,754,752,西南,重庆
2420,郭杰,郭杰_350,132,622,华南,珠海
2421,杨娜,杨娜,461,373,东北,长春
2422,林伟,林伟,912,146,西南,重庆
2423,张静2024,张静2024_184,870,438,华中,郑州
2424,杨辉,杨辉,438,455,华中,武汉
2425,吴涛,吴涛,200,425,东北,长春
2426,罗峰,罗峰,923,58,华北,北京
2427,林磊,林磊,762,505,西北,兰州
2428,李洋,李洋_417,949,512,东北,沈阳
2429,胡峰,胡峰,492,63,华北,呼和浩特
2430,赵敏,赵敏_795,681,348,东北,大连
2431,周海,周海,293,346,华北,太原
2432,罗燕Tech,罗燕Tech_923,247,84,西南,拉萨
2433,胡海,胡海,967,163,华北,石家庄
2434,吴鹏,吴鹏_677,901,357,华北,呼和浩特
2435,陈磊2024,陈磊2024_886,481,59,华东,南昌
2436,赵霞2024,赵霞2024_652,715,58,华中,武汉
2437,李霞,李霞_823,526,205,华南,深圳
2438,高伟2024,高伟2024_254,694,770,西南,成都
2439,胡芳,胡芳_868,193,789,西南,拉萨
2440,郭军Tech,郭军Tech,569,161,华南,广州
2441,刘勇,刘勇_517,385,356,华南,深圳
2442,高伟@AI,高伟@AI,412,418,华东,福州
2443,刘明,刘明,604,195,华南,深圳
2444,罗伟2024,罗伟2024_146,909,200,西北,西宁
2445,孙军_Pro,孙军_Pro,102,658,西南,重庆
2446,徐磊,徐磊_889,633,661,西北,西宁
2447,胡芳_Pro,胡芳_Pro_368,624,59,华北,北京
2448,高丽2024,高丽2024,463,135,华中,长沙
2449,郭丽2024,郭丽2024_531,133,740,东北,沈阳
2450,王丽,王丽,549,319,华北,天津
2451,吴军,吴军,842,569,华东,南昌
2452,赵洋DISC,赵洋DISC,316,713,华东,济南
2453,何杰,何杰_217,797,464,西北,西安
2454,李芳,李芳,848,276,华南,深圳
2455,何洋,何洋_540,640,527,西南,贵阳
2456,胡辉,胡辉_671,570,603,华北,北京
2457,胡军,胡军_592,532,440,东北,长春
2458,孙丽DISC,孙丽DISC,577,485,华东,南昌
2459,赵娜DISC,赵娜DISC_852,301,692,华中,长沙
2460,何磊Tech,何磊Tech,718,662,华中,郑州
2461,林海,林海_278,186,426,西南,成都
2462,李鹏,李鹏_783,558,736,华南,海口
2463,陈峰,陈峰,604,109,西南,重庆
2464,杨鹏DISC,杨鹏DISC_950,577,417,华东,合肥
2465,周辉,周辉_855,590,537,华北,北京
2466,朱军,朱军_503,783,541,西北,银川
2467,林峰,林峰_484,361,694,华中,南昌
2468,罗丽,罗丽_285,156,167,华东,合肥
2469,胡芳,胡芳_282,770,312,西北,西宁
2470,李敏,李敏,673,327,华北,天津
2471,李辉,李辉,683,761,华中,郑州
2472,赵燕,赵燕_374,613,557,华东,杭州
2473,林海,林海,490,374,东北,哈尔滨
2474,马燕,马燕_958,606,107,华北,石家庄
2475,高勇,高勇,104,420,华中,南昌
2476,刘杰,刘杰,937,336,东北,大连
2477,孙燕,孙燕,591,404,西南,拉萨
2478,陈辉,陈辉,273,639,华中,郑州
2479,徐磊,徐磊,281,532,东北,哈尔滨
2480,何洋,何洋,937,78,东北,大连
2481,陈强@AI,陈强@AI,824,53,华中,长沙
2482,杨静@AI,杨静@AI_263,396,515,西北,乌鲁木齐
2483,刘敏,刘敏_450,917,389,西北,兰州
2484,罗伟,罗伟_197,767,629,华中,武汉
2485,李敏,李敏,554,500,东北,长春
2486,罗军DISC,罗军DISC,767,421,华中,武汉
2487,吴磊,吴磊,730,697,华北,天津
2488,罗海,罗海_874,534,529,华南,深圳
2489,杨杰Tech,杨杰Tech_767,921,654,华北,北京
2490,杨敏,杨敏_863,716,787,华中,郑州
2491,马杰,马杰,277,112,华中,南昌
2492,张涛DISC,张涛DISC_157,529,787,华中,郑州
2493,郭伟,郭伟_780,593,380,西南,成都
2494,杨磊,杨磊_723,916,563,西北,西安
2495,郭燕,郭燕_501,449,697,华东,杭州
2496,孙杰,孙杰_833,525,607,华东,杭州
2497,黄鹏@AI,黄鹏@AI,715,313,华东,上海
2498,朱丽,朱丽_138,899,79,西南,拉萨
2499,高磊,高磊_953,498,730,华中,南昌
2500,朱辉,朱辉_545,853,545,华南,广州
2501,吴娜Tech,吴娜Tech,318,147,东北,沈阳
2502,李霞,李霞,911,473,西北,西宁
2503,何燕_Pro,何燕_Pro,649,770,西南,昆明
2504,林勇DISC,林勇DISC_591,291,784,西南,重庆
2505,周强,周强_655,259,625,西南,成都
2506,赵峰,赵峰_657,811,335,华中,长沙
2507,郭燕,郭燕_231,616,186,华东,上海
2508,胡燕,胡燕,589,570,华南,广州
2509,胡辉,胡辉,255,232,华南,佛山
2510,赵敏,赵敏,692,457,华中,长沙
2511,林鹏DISC,林鹏DISC,163,641,华中,长沙
2512,李芳,李芳_205,757,795,西北,兰州
2513,郭静_Pro,郭静_Pro_516,800,567,华东,南京
2514,孙辉2024,孙辉2024,618,542,华南,南宁
2515,朱燕_Pro,朱燕_Pro_879,931,238,华北,天津
2516,马洋DISC,马洋DISC_347,685,640,西南,成都
2517,王娜,王娜_377,784,675,华北,天津
2518,胡强,胡强_863,775,452,西北,西宁
2519,黄强,黄强,735,422,华南,海口
2520,王燕,王燕_749,833,168,华南,深圳
2521,吴洋,吴洋_944,950,544,东北,哈尔滨
2522,黄峰Tech,黄峰Tech,600,380,东北,哈尔滨
2523,李明,李明,712,177,西南,昆明
2524,陈洋,陈洋_512,528,381,华南,广州
2525,林敏,林敏_577,448,327,华东,杭州
2526,刘磊Tech,刘磊Tech,503,305,华南,南宁
2527,黄敏,黄敏_264,105,647,华中,郑州
2528,朱强,朱强,664,743,东北,哈尔滨
2529,林霞,林霞,442,725,西南,贵阳
2530,陈燕,陈燕_219,994,709,西北,西安
2531,罗伟DISC,罗伟DISC_677,127,122,东北,沈阳
2532,胡峰,胡峰,113,528,西南,昆明
2533,徐峰@AI,徐峰@AI_373,512,454,华中,武汉
2534,朱鹏DISC,朱鹏DISC_587,996,596,西南,拉萨
